beds,baths,size,zip_code,price,lot_sq_ft,bed_bath_diff,bed_bath_ratio,lot_size_ratio
4,2.5,2130.0,98136,960000.0,6250.0,1.5,1.6,2.9342723004694835
4,2.5,2220.0,98144,1235000.0,3770.0,1.5,1.6,1.6981981981981982
4,3.0,2288.0,98126,1105000.0,6550.0,1.0,1.3333333333333333,2.862762237762238
5,3.0,3120.0,98178,795000.0,7865.0,2.0,1.6666666666666667,2.5208333333333335
4,2.5,2180.0,98115,1275000.0,6099.0,1.5,1.6,2.7977064220183485
3,2.0,1590.0,98146,560000.0,3000.0,1.0,1.5,1.8867924528301887
3,1.5,2220.0,98115,930000.0,6270.0,1.5,2.0,2.824324324324324
1,1.0,574.0,98109,280000.0,50965.2,0.0,1.0,88.78954703832753
4,2.0,2480.0,98122,825000.0,5996.0,2.0,2.0,2.417741935483871
4,3.0,3320.0,98116,750000.0,5750.0,1.0,1.3333333333333333,1.7319277108433735
2,1.0,1720.0,98118,575000.0,5017.0,1.0,2.0,2.916860465116279
3,2.0,2050.0,98109,1265000.0,5000.0,1.0,1.5,2.4390243902439024
4,3.0,2370.0,98115,1830000.0,3880.0,1.0,1.3333333333333333,1.6371308016877637
4,5.0,3660.0,98118,2695000.0,12632.4,-1.0,0.8,3.4514754098360654
3,3.5,1670.0,98107,1115000.0,905.0,-0.5,0.8571428571428571,0.5419161676646707
2,3.5,990.0,98178,405000.0,37461.6,-1.5,0.5714285714285714,37.839999999999996
3,3.0,3120.0,98199,1350000.0,5996.0,0.0,1.0,1.9217948717948719
3,2.0,2260.0,98199,1300000.0,6000.0,1.0,1.5,2.6548672566371683
2,1.0,650.0,98103,708888.0,3780.0,1.0,2.0,5.815384615384615
3,3.5,1540.0,98126,699950.0,2322.0,-0.5,0.8571428571428571,1.5077922077922077
3,3.5,1980.0,98144,1055000.0,1659.0,-0.5,0.8571428571428571,0.8378787878787879
3,1.0,2160.0,98115,920000.0,5100.0,2.0,3.0,2.361111111111111
4,2.5,3080.0,98117,1650000.0,13068.0,1.5,1.6,4.242857142857143
2,3.0,1740.0,98105,1395000.0,4148.0,-1.0,0.6666666666666666,2.3839080459770114
3,2.0,1900.0,98112,1766000.0,4000.0,1.0,1.5,2.1052631578947367
9,5.0,3940.0,98133,1089000.0,5303.0,4.0,1.8,1.3459390862944163
4,1.5,1920.0,98125,850000.0,10454.4,2.5,2.6666666666666665,5.444999999999999
3,2.5,1610.0,98107,895000.0,1690.0,0.5,1.2,1.049689440993789
6,4.0,2960.0,98199,1050000.0,3796.0,2.0,1.5,1.2824324324324323
4,2.0,1810.0,98117,945000.0,5100.0,2.0,2.0,2.81767955801105
2,2.0,1893.0,98115,727000.0,400751.99999999994,0.0,1.0,211.70206022187003
3,2.0,1096.0,98117,875000.0,43560.0,1.0,1.5,39.74452554744526
3,4.5,3760.0,98199,1570000.0,7000.0,-1.5,0.6666666666666666,1.8617021276595744
4,2.5,2720.0,98136,1315000.0,8000.0,1.5,1.6,2.9411764705882355
2,2.0,1510.0,98105,915000.0,7200.0,0.0,1.0,4.768211920529802
2,2.0,1350.0,98119,1035000.0,815.0,0.0,1.0,0.6037037037037037
4,3.5,2980.0,98112,2400000.0,4800.0,0.5,1.1428571428571428,1.610738255033557
5,2.0,2260.0,98117,865000.0,3848.0,3.0,2.5,1.702654867256637
3,2.0,1990.0,98146,730000.0,8710.0,1.0,1.5,4.376884422110553
2,1.5,1555.0,98122,677500.0,41817.6,0.5,1.3333333333333333,26.89234726688103
3,2.0,2350.0,98122,1140000.0,4400.0,1.0,1.5,1.872340425531915
2,1.0,1440.0,98125,699950.0,6090.0,1.0,2.0,4.229166666666667
1,1.0,627.0,98107,429000.0,46173.600000000006,0.0,1.0,73.6421052631579
2,1.0,770.0,98126,560000.0,5896.0,1.0,2.0,7.6571428571428575
3,2.5,1570.0,98103,700000.0,1342.0,0.5,1.2,0.8547770700636943
3,3.0,2650.0,98105,1600000.0,8612.0,0.0,1.0,3.249811320754717
2,1.5,1070.0,98103,850000.0,1726.0,0.5,1.3333333333333333,1.6130841121495327
3,0.5,1941.0,98103,892700.0,3726.0,2.5,6.0,1.919629057187017
3,2.5,2030.0,98115,1439000.0,3999.0,0.5,1.2,1.969950738916256
2,1.0,1620.0,98178,619000.0,16988.4,1.0,2.0,10.486666666666668
2,2.5,1400.0,98103,850000.0,1112.0,-0.5,0.8,0.7942857142857143
3,2.0,2354.0,98115,938000.0,4400.0,1.0,1.5,1.8691588785046729
3,1.0,1340.0,98177,785000.0,7669.0,2.0,3.0,5.723134328358209
2,1.0,903.0,98146,363500.0,176853.59999999998,1.0,2.0,195.85116279069766
3,1.5,1220.0,98103,599000.0,6350.0,1.5,2.0,5.204918032786885
2,1.0,1250.0,98118,500000.0,4500.0,1.0,2.0,3.6
2,2.0,1040.0,98133,625000.0,6800.0,0.0,1.0,6.538461538461538
2,1.0,1660.0,98109,850000.0,4800.0,1.0,2.0,2.891566265060241
2,1.5,805.0,98107,500000.0,5000.0,0.5,1.3333333333333333,6.211180124223603
3,1.0,1060.0,98117,1125000.0,4000.0,2.0,3.0,3.7735849056603774
5,3.5,3160.0,98112,2300000.0,6200.0,1.5,1.4285714285714286,1.9620253164556962
3,3.0,1120.0,98168,525000.0,4800.0,0.0,1.0,4.285714285714286
4,2.5,1881.0,98133,870000.0,1881.0,1.5,1.6,1.0
5,2.5,3460.0,98144,2425000.0,7464.0,2.5,2.0,2.1572254335260115
1,1.0,376.0,98199,1000000.0,10018.800000000001,0.0,1.0,26.645744680851067
2,2.0,880.0,98126,680000.0,10018.800000000001,0.0,1.0,11.385000000000002
3,2.0,1340.0,98103,925000.0,2211.0,1.0,1.5,1.65
4,2.5,2560.0,98116,1712000.0,6582.0,1.5,1.6,2.57109375
4,2.0,2178.0,98133,880000.0,6800.0,2.0,2.0,3.1221303948576677
4,3.5,3220.0,98199,2195000.0,6250.0,0.5,1.1428571428571428,1.9409937888198758
3,3.0,2070.0,98136,730000.0,4227.0,0.0,1.0,2.042028985507246
3,2.5,2131.0,98119,1520000.0,1036.0,0.5,1.2,0.48615673392773345
2,3.0,970.0,98102,769900.0,593.0,-1.0,0.6666666666666666,0.6113402061855671
6,3.5,2430.0,98108,870000.0,5580.0,2.5,1.7142857142857142,2.2962962962962963
3,2.5,1395.0,98116,725000.0,1418.0,0.5,1.2,1.0164874551971326
3,2.5,1810.0,98125,922000.0,6925.0,0.5,1.2,3.8259668508287294
1,1.0,717.0,98109,425000.0,11761.2,0.0,1.0,16.403347280334728
5,3.0,2170.0,98178,775000.0,7500.0,2.0,1.6666666666666667,3.456221198156682
4,3.0,3120.0,98144,1670000.0,9750.0,1.0,1.3333333333333333,3.125
3,2.0,1870.0,98136,849000.0,4000.0,1.0,1.5,2.1390374331550803
4,3.5,2285.0,98116,1500000.0,1792.0,0.5,1.1428571428571428,0.7842450765864333
3,2.5,2783.0,98199,1640000.0,7206.0,0.5,1.2,2.589292130794107
4,2.0,2540.0,98107,1280000.0,4700.0,2.0,2.0,1.8503937007874016
2,1.0,1010.0,98125,870000.0,14810.400000000001,1.0,2.0,14.663762376237624
3,2.5,1420.0,98103,890000.0,1873.0,0.5,1.2,1.3190140845070422
3,1.0,1410.0,98118,475000.0,7080.0,2.0,3.0,5.0212765957446805
3,2.0,2320.0,98115,880000.0,4000.0,1.0,1.5,1.7241379310344827
3,2.0,1719.0,98103,1160000.0,1056.0,1.0,1.5,0.6143106457242583
4,2.0,2037.0,98119,1247500.0,3326.0,2.0,2.0,1.632793323514973
2,1.5,1370.0,98115,700000.0,938.0,0.5,1.3333333333333333,0.6846715328467153
2,1.0,1480.0,98117,905000.0,6734.0,1.0,2.0,4.55
5,4.5,3636.0,98115,2840000.0,6180.0,0.5,1.1111111111111112,1.6996699669966997
3,1.5,1780.0,98126,650000.0,4800.0,1.5,2.0,2.696629213483146
3,2.0,1094.0,98108,649995.0,2332.0,1.0,1.5,2.1316270566727606
1,1.0,830.0,98103,695000.0,5100.0,0.0,1.0,6.144578313253012
4,3.0,2790.0,98133,965000.0,15245.999999999998,1.0,1.3333333333333333,5.4645161290322575
4,3.5,5690.0,98112,3630000.0,7469.0,0.5,1.1428571428571428,1.3126537785588752
3,1.0,1430.0,98168,499800.0,16117.199999999999,2.0,3.0,11.27076923076923
3,2.5,1460.0,98106,575000.0,1850.0,0.5,1.2,1.2671232876712328
3,2.5,1386.0,98107,999950.0,1065.0,0.5,1.2,0.7683982683982684
5,3.0,2310.0,98106,780000.0,4011.0,2.0,1.6666666666666667,1.7363636363636363
2,1.5,1340.0,98115,675000.0,4342.0,0.5,1.3333333333333333,3.2402985074626867
2,4.0,1291.0,98116,800500.0,1361.0,-2.0,0.5,1.0542215336948102
3,2.5,2320.0,98116,949000.0,4400.0,0.5,1.2,1.896551724137931
3,2.5,2150.0,98116,1360000.0,13939.2,0.5,1.2,6.483348837209303
3,2.0,1425.0,98117,750000.0,759.0,1.0,1.5,0.5326315789473685
3,2.5,1810.0,98107,1000000.0,1436.0,0.5,1.2,0.7933701657458564
2,1.0,1280.0,98118,859000.0,2690.0,1.0,2.0,2.1015625
3,3.0,1480.0,98117,729000.0,9127.0,0.0,1.0,6.166891891891892
3,3.0,2110.0,98177,1270000.0,7324.0,0.0,1.0,3.471090047393365
3,2.5,1569.0,98107,950000.0,1553.0,0.5,1.2,0.9898024219247928
3,3.0,2247.0,98109,1725000.0,866.0,0.0,1.0,0.38540275923453493
3,1.0,1220.0,98107,750000.0,5000.0,2.0,3.0,4.098360655737705
2,1.0,1060.0,98103,900000.0,3250.0,1.0,2.0,3.0660377358490565
4,2.0,1920.0,98118,1210000.0,17859.6,2.0,2.0,9.301874999999999
4,1.5,1740.0,98146,649950.0,9205.0,2.5,2.6666666666666665,5.290229885057471
3,1.5,2230.0,98117,1075000.0,3500.0,1.5,2.0,1.5695067264573992
4,2.5,2760.0,98178,640000.0,6001.0,1.5,1.6,2.1742753623188404
3,3.0,1660.0,98118,795000.0,625.0,0.0,1.0,0.37650602409638556
3,2.5,1360.0,98112,805000.0,916.0,0.5,1.2,0.6735294117647059
4,4.5,5200.0,98118,2600000.0,7653.0,-0.5,0.8888888888888888,1.4717307692307693
3,2.5,1573.0,98107,1030000.0,1255.0,0.5,1.2,0.7978385251112524
4,3.0,1700.0,98146,649000.0,7320.0,1.0,1.3333333333333333,4.305882352941176
4,3.5,2560.0,98144,1325000.0,4080.0,0.5,1.1428571428571428,1.59375
3,2.0,1330.0,98122,680000.0,1539.0,1.0,1.5,1.1571428571428573
4,2.0,2180.0,98115,838000.0,5100.0,2.0,2.0,2.3394495412844036
3,2.0,1350.0,98103,785000.0,1055.0,1.0,1.5,0.7814814814814814
2,1.5,1720.0,98144,725000.0,1588.0,0.5,1.3333333333333333,0.9232558139534883
4,3.5,3060.0,98136,3931000.0,41817.6,0.5,1.1428571428571428,13.665882352941177
2,2.0,954.0,98133,380000.0,14374.800000000001,0.0,1.0,15.067924528301887
2,2.5,1460.0,98106,599950.0,1536.0,-0.5,0.8,1.0520547945205478
4,3.0,1540.0,98105,1108000.0,3060.0,1.0,1.3333333333333333,1.9870129870129871
3,1.5,2560.0,98118,720000.0,6150.0,1.5,2.0,2.40234375
2,2.5,1440.0,98144,875000.0,3000.0,-0.5,0.8,2.0833333333333335
3,2.5,1324.0,98126,649950.0,2217.0,0.5,1.2,1.6744712990936557
2,2.0,1290.0,98125,635000.0,1192.0,0.0,1.0,0.924031007751938
1,1.0,748.0,98122,499000.0,11325.6,0.0,1.0,15.141176470588237
3,2.0,1660.0,98115,795000.0,6120.0,1.0,1.5,3.6867469879518073
3,1.0,1964.0,98168,625000.0,9050.0,2.0,3.0,4.607942973523421
3,2.0,1460.0,98116,759000.0,1554.0,1.0,1.5,1.0643835616438355
1,1.0,683.0,98119,450500.0,12632.4,0.0,1.0,18.495461200585652
4,2.0,2060.0,98115,812500.0,5080.0,2.0,2.0,2.466019417475728
4,2.0,1160.0,98103,710000.0,4224.0,2.0,2.0,3.6413793103448278
3,2.0,1540.0,98144,680000.0,1124.0,1.0,1.5,0.7298701298701299
2,1.0,1860.0,98105,898000.0,2526.0,1.0,2.0,1.3580645161290323
5,4.0,4490.0,98122,1150000.0,5220.0,1.0,1.25,1.1625835189309577
6,4.0,2310.0,98108,849000.0,5012.0,2.0,1.5,2.16969696969697
3,3.5,3130.0,98105,2350000.0,12196.800000000001,-0.5,0.8571428571428571,3.896741214057508
2,1.0,2110.0,98146,376000.0,8160.0,1.0,2.0,3.867298578199052
3,1.5,1590.0,98108,700000.0,3797.0,1.5,2.0,2.3880503144654086
3,2.5,1280.0,98105,900000.0,1845.0,0.5,1.2,1.44140625
2,1.0,840.0,98118,495000.0,8150.0,1.0,2.0,9.702380952380953
3,2.0,2020.0,98125,950000.0,8120.0,1.0,1.5,4.01980198019802
4,3.0,3610.0,98105,2330000.0,8037.0,1.0,1.3333333333333333,2.2263157894736842
2,1.0,1040.0,98133,350000.0,6103.0,1.0,2.0,5.868269230769231
3,2.5,1970.0,98103,715000.0,2109.0,0.5,1.2,1.0705583756345178
4,3.0,2190.0,98115,1490000.0,5350.0,1.0,1.3333333333333333,2.442922374429224
4,3.0,2120.0,98126,920000.0,7721.0,1.0,1.3333333333333333,3.641981132075472
2,2.0,1415.0,98125,449000.0,278784.0,0.0,1.0,197.02049469964663
4,3.5,1835.0,98103,1299950.0,1750.0,0.5,1.1428571428571428,0.9536784741144414
2,4.5,1670.0,98107,1115000.0,905.0,-2.5,0.4444444444444444,0.5419161676646707
3,3.5,2570.0,98105,2000000.0,4094.0,-0.5,0.8571428571428571,1.5929961089494162
3,2.0,2060.0,98118,700000.0,3090.0,1.0,1.5,1.5
3,2.5,1740.0,98102,1678000.0,1389.0,0.5,1.2,0.7982758620689655
5,3.0,2510.0,98103,910000.0,5130.0,2.0,1.6666666666666667,2.043824701195219
3,2.0,1516.0,98116,1150000.0,5000.0,1.0,1.5,3.2981530343007917
3,1.0,940.0,98136,500000.0,4850.0,2.0,3.0,5.159574468085107
4,2.0,2440.0,98144,1116000.0,4002.0,2.0,2.0,1.6401639344262295
5,4.0,2470.0,98118,1005000.0,5000.0,1.0,1.25,2.0242914979757085
2,2.0,1288.0,98133,755000.0,5365.0,0.0,1.0,4.165372670807454
4,3.5,3240.0,98112,1995000.0,4680.0,0.5,1.1428571428571428,1.4444444444444444
3,2.5,1550.0,98107,825000.0,1391.0,0.5,1.2,0.8974193548387097
4,2.0,2080.0,98106,750000.0,7740.0,2.0,2.0,3.7211538461538463
4,3.0,1400.0,98107,1000000.0,5000.0,1.0,1.3333333333333333,3.5714285714285716
2,2.5,1159.0,98122,885000.0,5250.0,-0.5,0.8,4.5297670405522
2,1.5,901.0,98107,599000.0,4800.0,0.5,1.3333333333333333,5.327413984461709
4,3.0,2900.0,98136,1175000.0,7500.0,1.0,1.3333333333333333,2.586206896551724
4,2.5,2052.0,98178,865000.0,16552.8,1.5,1.6,8.066666666666666
2,2.0,2353.0,98116,1160000.0,8750.0,0.0,1.0,3.7186570335741607
5,2.0,2640.0,98122,1000000.0,2950.0,3.0,2.5,1.1174242424242424
2,1.0,1090.0,98118,580000.0,4500.0,1.0,2.0,4.128440366972477
5,2.5,3960.0,98199,1850000.0,7680.0,2.5,2.0,1.9393939393939394
4,1.5,3030.0,98112,1500000.0,5400.0,2.5,2.6666666666666665,1.7821782178217822
4,2.5,3080.0,98168,650000.0,9300.0,1.5,1.6,3.0194805194805197
2,1.5,1276.0,98103,885000.0,23522.4,0.5,1.3333333333333333,18.434482758620693
3,1.0,910.0,98168,480000.0,7242.0,2.0,3.0,7.958241758241758
5,3.5,4180.0,98109,3000000.0,4080.0,1.5,1.4285714285714286,0.9760765550239234
5,1.5,2830.0,98118,766000.0,4000.0,3.5,3.3333333333333335,1.4134275618374559
2,1.0,970.0,98116,600000.0,5130.0,1.0,2.0,5.288659793814433
3,2.0,1576.0,98122,974999.0,1238.0,1.0,1.5,0.7855329949238579
3,2.0,1080.0,98116,875000.0,5750.0,1.0,1.5,5.324074074074074
2,5.5,2659.0,98102,6250000.0,22651.2,-3.5,0.36363636363636365,8.518691237307259
5,5.0,3623.0,98115,1975000.0,8000.0,0.0,1.0,2.2081148219707423
4,3.5,2520.0,98199,1765000.0,3821.0,0.5,1.1428571428571428,1.5162698412698412
4,3.5,2720.0,98102,1750000.0,3024.0,0.5,1.1428571428571428,1.111764705882353
2,2.0,968.0,98103,715000.0,656.0,0.0,1.0,0.6776859504132231
2,3.5,2080.0,98103,1495000.0,1412.0,-1.5,0.5714285714285714,0.6788461538461539
2,2.5,1365.0,98118,525000.0,176418.0,-0.5,0.8,129.24395604395605
2,1.0,1580.0,98178,500000.0,22651.2,1.0,2.0,14.33620253164557
2,1.0,860.0,98116,750000.0,6678.0,1.0,2.0,7.765116279069767
2,2.0,1038.0,98116,600000.0,14374.800000000001,0.0,1.0,13.848554913294798
4,3.0,2860.0,98103,1600000.0,4182.0,1.0,1.3333333333333333,1.4622377622377623
5,2.0,2340.0,98106,613000.0,5120.0,3.0,2.5,2.1880341880341883
3,2.5,1810.0,98107,1000000.0,1436.0,0.5,1.2,0.7933701657458564
2,1.0,2530.0,98122,700000.0,5000.0,1.0,2.0,1.976284584980237
3,3.5,1820.0,98122,1125000.0,1099.0,-0.5,0.8571428571428571,0.6038461538461538
2,1.0,648.0,98107,430000.0,4997.0,1.0,2.0,7.71141975308642
2,2.5,1448.0,98103,1325000.0,23522.4,-0.5,0.8,16.24475138121547
2,1.0,1660.0,98125,535000.0,12196.800000000001,1.0,2.0,7.347469879518073
5,3.0,2970.0,98117,1225000.0,5250.0,2.0,1.6666666666666667,1.7676767676767677
5,4.0,3030.0,98108,1250000.0,5200.0,1.0,1.25,1.716171617161716
3,2.0,1400.0,98106,530000.0,8910.0,1.0,1.5,6.364285714285714
2,1.5,900.0,98133,549755.0,43560.0,0.5,1.3333333333333333,48.4
3,2.0,2740.0,98144,1278500.0,5000.0,1.0,1.5,1.8248175182481752
2,1.0,720.0,98117,545000.0,6693.0,1.0,2.0,9.295833333333333
4,2.5,1880.0,98117,1050000.0,3300.0,1.5,1.6,1.7553191489361701
3,2.5,1681.0,98126,650000.0,172933.2,0.5,1.2,102.87519333729924
4,2.0,3325.0,98199,1650000.0,6000.0,2.0,2.0,1.8045112781954886
5,3.5,4397.0,98105,3400000.0,6800.0,1.5,1.4285714285714286,1.5465089833977712
3,1.5,1540.0,98126,689000.0,6300.0,1.5,2.0,4.090909090909091
3,1.0,1530.0,98146,435000.0,13503.6,2.0,3.0,8.825882352941177
2,2.0,1015.0,98115,468000.0,87991.2,0.0,1.0,86.69083743842364
4,3.0,2340.0,98108,780000.0,5023.0,1.0,1.3333333333333333,2.1465811965811965
3,3.0,1880.0,98107,999950.0,2200.0,0.0,1.0,1.1702127659574468
2,2.0,1570.0,98103,849000.0,3060.0,0.0,1.0,1.9490445859872612
4,2.5,1806.0,98118,745000.0,5000.0,1.5,1.6,2.768549280177187
3,2.5,1346.0,98107,899000.0,1270.0,0.5,1.2,0.9435364041604755
3,2.0,1600.0,98117,877500.0,8640.0,1.0,1.5,5.4
2,2.0,1170.0,98112,655000.0,18295.2,0.0,1.0,15.636923076923077
3,2.5,1660.0,98144,690000.0,1681.0,0.5,1.2,1.0126506024096384
1,1.0,707.0,98133,325000.0,202989.6,0.0,1.0,287.1140028288543
3,2.0,1390.0,98116,899950.0,6656.0,1.0,1.5,4.788489208633093
3,2.0,2900.0,98199,1305000.0,3800.0,1.0,1.5,1.3103448275862069
1,1.0,704.0,98144,519950.0,43560.0,0.0,1.0,61.875
3,4.0,2400.0,98122,1460000.0,5563.0,-1.0,0.75,2.3179166666666666
3,1.0,1120.0,98112,985000.0,4000.0,2.0,3.0,3.5714285714285716
4,2.0,1710.0,98117,1170000.0,3250.0,2.0,2.0,1.9005847953216375
3,2.0,1880.0,98122,955000.0,1751.0,1.0,1.5,0.9313829787234043
3,3.0,1454.0,98122,890955.0,760.0,0.0,1.0,0.5226960110041265
14,5.0,3884.0,98106,1300000.0,4968.0,9.0,2.8,1.279093717816684
3,1.5,2300.0,98107,1125000.0,4100.0,1.5,2.0,1.7826086956521738
4,3.0,2520.0,98105,1025000.0,3000.0,1.0,1.3333333333333333,1.1904761904761905
4,3.0,3335.0,98115,1325000.0,6000.0,1.0,1.3333333333333333,1.7991004497751124
3,2.5,2118.0,98118,837000.0,2466.0,0.5,1.2,1.1643059490084986
2,1.0,910.0,98117,825000.0,4800.0,1.0,2.0,5.274725274725275
4,1.0,2080.0,98117,800000.0,4845.0,3.0,4.0,2.329326923076923
2,1.0,2520.0,98122,810000.0,5000.0,1.0,2.0,1.9841269841269842
3,2.0,1560.0,98116,965000.0,5056.0,1.0,1.5,3.241025641025641
2,1.0,1130.0,98199,1180000.0,4388.0,1.0,2.0,3.8831858407079647
1,1.0,543.0,98121,425000.0,52707.6,0.0,1.0,97.06740331491713
1,1.0,620.0,98178,524950.0,6090.0,0.0,1.0,9.82258064516129
3,3.0,1720.0,98177,865000.0,8370.0,0.0,1.0,4.866279069767442
2,2.0,1015.0,98115,500000.0,87991.2,0.0,1.0,86.69083743842364
1,1.0,530.0,98118,390800.0,2500.0,0.0,1.0,4.716981132075472
4,2.0,1350.0,98106,700000.0,5300.0,2.0,2.0,3.925925925925926
3,2.5,1510.0,98133,717500.0,2656.0,0.5,1.2,1.7589403973509934
3,1.0,1730.0,98103,900000.0,4200.0,2.0,3.0,2.4277456647398843
2,2.0,3120.0,98118,1050000.0,14374.800000000001,0.0,1.0,4.6073076923076925
4,2.5,2172.0,98105,975000.0,3431.0,1.5,1.6,1.5796500920810312
3,3.5,1410.0,98117,740000.0,1478.0,-0.5,0.8571428571428571,1.04822695035461
2,2.0,1350.0,98117,960000.0,4590.0,0.0,1.0,3.4
2,2.0,900.0,98102,1650000.0,2041.0,0.0,1.0,2.267777777777778
2,2.0,1174.0,98109,779000.0,800.0,0.0,1.0,0.6814310051107325
3,1.5,1250.0,98178,552000.0,11761.2,1.5,2.0,9.40896
5,3.0,3590.0,98117,1700000.0,6900.0,2.0,1.6666666666666667,1.9220055710306407
3,2.0,1548.0,98117,850000.0,1139.0,1.0,1.5,0.7357881136950905
4,3.0,3030.0,98115,1119000.0,6960.0,1.0,1.3333333333333333,2.297029702970297
4,2.0,2245.0,98178,775000.0,7892.0,2.0,2.0,3.5153674832962136
4,3.5,2627.0,98118,1650000.0,5150.0,0.5,1.1428571428571428,1.960411115340693
4,2.5,3680.0,98118,1880000.0,7000.0,1.5,1.6,1.9021739130434783
2,1.0,2170.0,98199,950000.0,6985.0,1.0,2.0,3.21889400921659
3,1.0,1600.0,98119,1023000.0,3600.0,2.0,3.0,2.25
3,1.5,2120.0,98105,865000.0,3880.0,1.5,2.0,1.830188679245283
3,2.5,1980.0,98146,675000.0,5000.0,0.5,1.2,2.525252525252525
3,2.0,1370.0,98103,1270000.0,3060.0,1.0,1.5,2.2335766423357666
4,1.5,1300.0,98122,975000.0,4080.0,2.5,2.6666666666666665,3.1384615384615384
3,2.0,1060.0,98106,599000.0,5290.0,1.0,1.5,4.990566037735849
2,1.0,770.0,98106,490000.0,5772.0,1.0,2.0,7.496103896103896
4,3.0,2470.0,98115,1180000.0,12632.4,1.0,1.3333333333333333,5.114331983805668
3,2.5,2260.0,98103,1406000.0,4000.0,0.5,1.2,1.7699115044247788
2,1.5,1120.0,98103,605000.0,966.0,0.5,1.3333333333333333,0.8625
3,3.5,1936.0,98122,1295000.0,1770.0,-0.5,0.8571428571428571,0.9142561983471075
2,2.5,1560.0,98117,730000.0,1263.0,-0.5,0.8,0.8096153846153846
2,2.0,1020.0,98118,605000.0,776.0,0.0,1.0,0.7607843137254902
3,2.0,1100.0,98122,645000.0,2700.0,1.0,1.5,2.4545454545454546
3,2.0,2120.0,98103,1130000.0,6400.0,1.0,1.5,3.018867924528302
2,2.5,1400.0,98102,1062500.0,824.0,-0.5,0.8,0.5885714285714285
3,2.5,1320.0,98117,835000.0,1396.0,0.5,1.2,1.0575757575757576
4,4.5,4790.0,98144,1750000.0,5000.0,-0.5,0.8888888888888888,1.0438413361169103
3,1.0,1070.0,98168,515000.0,6535.0,2.0,3.0,6.107476635514018
2,2.5,1966.0,98103,1495000.0,1412.0,-0.5,0.8,0.7182095625635809
2,2.0,1146.0,98116,675000.0,43560.0,0.0,1.0,38.010471204188484
3,2.5,1047.0,98144,720000.0,680.0,0.5,1.2,0.6494746895893028
2,1.5,1760.0,98144,650000.0,4000.0,0.5,1.3333333333333333,2.272727272727273
2,2.0,1030.0,98125,826500.0,7200.0,0.0,1.0,6.990291262135922
3,2.0,1514.0,98107,915000.0,990.0,1.0,1.5,0.6538969616908851
3,1.5,1520.0,98146,720000.0,7150.0,1.5,2.0,4.703947368421052
4,3.5,3360.0,98136,1575000.0,6000.0,0.5,1.1428571428571428,1.7857142857142858
3,2.0,1910.0,98136,725000.0,7500.0,1.0,1.5,3.926701570680628
2,2.5,1550.0,98122,1051500.0,1131.0,-0.5,0.8,0.7296774193548388
3,3.0,1190.0,98144,765000.0,850.0,0.0,1.0,0.7142857142857143
4,2.0,2640.0,98122,700000.0,3840.0,2.0,2.0,1.4545454545454546
3,3.5,2206.0,98103,1116000.0,1500.0,-0.5,0.8571428571428571,0.6799637352674524
1,1.0,250.0,98103,159000.0,10890000.0,0.0,1.0,43560.0
8,4.0,3136.0,98146,1005000.0,8636.0,4.0,2.0,2.753826530612245
2,2.0,1149.0,98115,730000.0,564.0,0.0,1.0,0.4908616187989556
1,1.0,861.0,98126,405000.0,9600.0,0.0,1.0,11.149825783972126
4,2.5,2050.0,98177,805000.0,9555.0,1.5,1.6,4.660975609756098
3,3.5,1930.0,98125,600000.0,6000.0,-0.5,0.8571428571428571,3.1088082901554404
4,3.0,3090.0,98168,210000.0,14810.400000000001,1.0,1.3333333333333333,4.7930097087378645
3,2.0,2437.0,98118,1275000.0,6500.0,1.0,1.5,2.667213787443578
2,2.5,1330.0,98105,699950.0,856.0,-0.5,0.8,0.643609022556391
3,2.0,1680.0,98136,910000.0,6000.0,1.0,1.5,3.5714285714285716
2,2.0,1112.0,98177,675000.0,1484.0,0.0,1.0,1.3345323741007193
1,1.0,626.0,98115,275000.0,114562.79999999999,0.0,1.0,183.00766773162937
2,1.0,1230.0,98144,326000.0,5000.0,1.0,2.0,4.065040650406504
4,2.5,2840.0,98105,1200000.0,4480.0,1.5,1.6,1.5774647887323943
2,1.5,1115.0,98107,745000.0,745.0,0.5,1.3333333333333333,0.6681614349775785
4,2.0,2240.0,98106,750000.0,5043.0,2.0,2.0,2.2513392857142858
4,3.0,1900.0,98103,1150000.0,2256.0,1.0,1.3333333333333333,1.1873684210526316
3,3.0,1970.0,98177,1395000.0,8540.0,0.0,1.0,4.33502538071066
3,2.5,1512.0,98144,760000.0,1041.0,0.5,1.2,0.6884920634920635
2,1.5,806.0,98106,510000.0,4001.0,0.5,1.3333333333333333,4.964019851116626
2,2.0,1319.0,98107,838000.0,794.0,0.0,1.0,0.6019711902956786
2,1.0,2300.0,98168,525000.0,8799.0,1.0,2.0,3.8256521739130434
2,1.5,1127.0,98102,1008000.0,5500.0,0.5,1.3333333333333333,4.880212954747116
4,2.0,2280.0,98168,640000.0,8000.0,2.0,2.0,3.508771929824561
2,2.0,1120.0,98126,789500.0,1168.0,0.0,1.0,1.042857142857143
4,3.0,1960.0,98136,1270000.0,5200.0,1.0,1.3333333333333333,2.6530612244897958
1,1.0,627.0,98101,335000.0,14810.400000000001,0.0,1.0,23.621052631578948
2,2.0,1228.0,98109,900000.0,900.0,0.0,1.0,0.7328990228013029
3,2.0,1800.0,98117,1130000.0,3172.0,1.0,1.5,1.7622222222222221
